precio,cantidad,descuento,total_venta,categoria_producto,metodo_envio,direccion_cliente,detalle_pedido,comentarios_cliente,descripcion_producto
822.31,5,0.11,604.09,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 22007}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",malo calidad calidad precio rápido lento precio malo calidad defectuoso rápido,lento recomendado recomendado lento rápido excelente calidad rápido
576.09,5,0.18,180.01,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 42058}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",malo rápido recomendado defectuoso recomendado defectuoso recomendado malo rápido recomendado excelente,excelente lento lento excelente precio recomendado rápido recomendado recomendado lento defectuoso
1734.45,9,0.29,1052.37,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 80034}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",recomendado recomendado excelente lento defectuoso lento malo malo recomendado excelente excelente excelente,calidad excelente excelente recomendado defectuoso recomendado rápido precio calidad precio recomendado
388.23,9,0.05,1204.13,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 55572}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",defectuoso calidad malo excelente excelente excelente rápido malo precio lento defectuoso recomendado recomendado,lento malo defectuoso excelente recomendado rápido lento excelente
1172.0,6,0.0,2604.49,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 99602}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",malo defectuoso calidad defectuoso malo malo malo calidad,excelente rápido defectuoso lento calidad defectuoso precio precio recomendado excelente recomendado
110.3,1,0.2,323.45,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 85024}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento recomendado malo rápido recomendado,lento rápido defectuoso calidad lento lento calidad recomendado malo excelente malo precio excelente defectuoso precio
1877.21,3,0.24,3070.48,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 37531}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",rápido malo lento lento defectuoso excelente lento malo calidad excelente defectuoso recomendado,defectuoso defectuoso malo malo excelente defectuoso lento defectuoso rápido rápido lento malo precio
877.04,9,0.06,3504.93,Electrónica,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 94857}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido defectuoso calidad rápido precio calidad defectuoso malo defectuoso rápido precio malo,lento calidad excelente precio recomendado precio
1010.67,5,0.18,395.31,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 44477}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",defectuoso defectuoso precio defectuoso lento calidad calidad malo excelente malo defectuoso,precio precio recomendado precio recomendado rápido lento malo lento recomendado lento lento calidad defectuoso lento
1693.97,1,0.29,1957.71,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 20905}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",precio recomendado precio malo excelente excelente,malo rápido precio rápido rápido calidad
1438.32,2,0.25,1187.73,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 83533}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",malo recomendado calidad lento calidad calidad calidad rápido rápido defectuoso calidad calidad lento,recomendado calidad calidad calidad rápido malo rápido
790.34,2,0.11,212.93,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 51456}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",recomendado lento calidad lento calidad calidad excelente defectuoso precio precio precio,excelente excelente malo excelente calidad excelente
1023.34,3,0.17,2799.59,Electrónica,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 38641}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",malo precio rápido precio defectuoso excelente excelente defectuoso calidad excelente,excelente malo rápido calidad precio malo rápido calidad lento malo
1287.5,9,0.21,288.64,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 24974}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",malo recomendado precio precio precio precio,lento precio precio rápido calidad malo malo rápido rápido rápido precio calidad
253.58,6,0.16,4241.06,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 94996}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento malo rápido excelente precio precio,calidad malo precio precio precio malo recomendado malo malo rápido recomendado recomendado calidad lento
343.76,8,0.28,3289.47,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 91660}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido precio lento recomendado precio lento malo,lento precio excelente rápido excelente rápido
1522.41,9,0.1,2846.37,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 65425}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente recomendado malo defectuoso malo precio malo precio malo recomendado malo calidad lento defectuoso precio,defectuoso rápido rápido calidad malo lento malo defectuoso precio calidad recomendado excelente defectuoso rápido
885.53,6,0.08,4180.34,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 72076}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento calidad excelente malo excelente,defectuoso lento lento defectuoso excelente
1455.42,9,0.06,1870.0,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 44080}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",calidad rápido defectuoso excelente recomendado excelente,excelente lento defectuoso precio lento
1298.12,9,0.11,925.95,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 43388}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",recomendado excelente rápido calidad calidad lento malo,malo lento excelente defectuoso calidad defectuoso malo
702.14,2,0.25,1157.75,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 74948}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",malo defectuoso lento precio malo defectuoso malo recomendado,excelente precio rápido recomendado precio malo rápido rápido excelente recomendado excelente recomendado
306.55,4,0.09,4511.82,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 45227}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",rápido malo lento malo defectuoso precio recomendado defectuoso,recomendado precio rápido lento calidad lento
1405.09,5,0.03,4813.39,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 63517}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",calidad recomendado defectuoso calidad rápido malo malo lento recomendado malo calidad,lento recomendado lento recomendado lento lento lento precio excelente rápido rápido excelente excelente
287.84,1,0.22,4815.67,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 23676}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",defectuoso malo recomendado malo lento rápido excelente excelente calidad rápido recomendado precio malo,excelente defectuoso defectuoso recomendado rápido malo calidad rápido
533.08,9,0.04,4698.16,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 37951}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",calidad calidad lento defectuoso calidad precio rápido,malo lento defectuoso recomendado excelente excelente recomendado recomendado calidad
1046.75,1,0.28,4388.23,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 15703}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",calidad precio precio precio defectuoso malo defectuoso recomendado calidad excelente precio calidad recomendado,calidad precio lento calidad excelente malo rápido rápido
886.48,1,0.29,2890.45,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 94552}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",recomendado calidad recomendado excelente defectuoso precio,calidad lento excelente malo malo excelente recomendado excelente malo rápido defectuoso
632.47,6,0.04,1138.58,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 12351}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",recomendado precio precio precio precio malo defectuoso recomendado defectuoso,recomendado rápido precio lento malo calidad excelente calidad recomendado defectuoso defectuoso excelente
160.91,5,0.28,572.48,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 78886}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",defectuoso calidad rápido lento lento malo lento rápido lento precio malo calidad lento excelente,recomendado lento excelente defectuoso calidad defectuoso precio lento defectuoso rápido malo excelente malo rápido
1778.69,1,0.3,998.97,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 68396}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",excelente lento excelente precio precio lento lento precio excelente malo,recomendado precio precio recomendado malo calidad precio precio calidad lento rápido precio
851.2,3,0.1,2849.26,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 68245}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",malo recomendado precio rápido rápido precio defectuoso excelente lento rápido rápido malo,excelente malo rápido lento precio precio rápido calidad defectuoso
1282.02,9,0.05,4207.06,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 48664}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",precio precio rápido defectuoso calidad calidad calidad defectuoso recomendado defectuoso precio calidad defectuoso lento defectuoso,recomendado precio malo malo calidad precio calidad rápido rápido lento recomendado rápido lento defectuoso
1739.82,2,0.26,135.52,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 47970}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido calidad lento malo calidad recomendado,malo precio calidad defectuoso excelente recomendado defectuoso excelente malo
469.04,4,0.28,3565.28,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 67791}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio lento recomendado calidad excelente,precio lento precio calidad excelente malo calidad rápido malo excelente calidad calidad calidad rápido defectuoso
1479.63,6,0.16,1985.92,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 18021}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",defectuoso malo rápido malo lento defectuoso,malo precio precio malo malo excelente rápido excelente calidad calidad defectuoso calidad calidad precio recomendado
678.14,7,0.08,1828.15,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 45542}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",rápido recomendado calidad lento malo rápido defectuoso lento precio defectuoso defectuoso lento,rápido rápido defectuoso recomendado rápido lento lento defectuoso defectuoso rápido rápido defectuoso rápido lento
758.01,2,0.18,519.64,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 58687}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",defectuoso recomendado rápido rápido lento recomendado excelente rápido rápido malo excelente,defectuoso defectuoso calidad excelente lento precio
434.6,6,0.0,249.11,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 37971}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",calidad lento calidad rápido excelente defectuoso precio defectuoso rápido excelente calidad malo excelente,malo precio precio rápido excelente malo recomendado lento excelente
1547.04,4,0.26,4625.07,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 15928}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",lento malo lento defectuoso lento rápido recomendado recomendado defectuoso lento lento,excelente calidad precio rápido calidad rápido recomendado lento precio rápido rápido malo
988.85,2,0.01,727.03,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 66732}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",defectuoso malo malo precio defectuoso lento calidad defectuoso precio calidad precio lento defectuoso malo precio,defectuoso malo rápido precio malo excelente recomendado malo malo recomendado rápido
976.81,7,0.25,554.91,Hogar,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 41223}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",rápido lento calidad defectuoso recomendado defectuoso lento defectuoso lento malo lento excelente,malo excelente lento malo excelente rápido excelente recomendado defectuoso
614.22,3,0.25,2564.03,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 19353}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",malo lento precio recomendado calidad excelente excelente precio defectuoso,malo calidad lento defectuoso rápido rápido excelente defectuoso precio rápido rápido defectuoso precio defectuoso malo
1646.74,7,0.12,2818.52,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 38294}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado precio lento excelente calidad rápido rápido rápido calidad excelente defectuoso lento malo,defectuoso malo excelente defectuoso precio malo rápido recomendado rápido calidad precio excelente malo
495.05,6,0.26,4209.53,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 28332}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente lento calidad precio recomendado recomendado defectuoso lento precio recomendado calidad,calidad precio malo rápido defectuoso lento rápido rápido rápido defectuoso recomendado
605.29,6,0.03,1530.49,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 53963}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",recomendado malo malo malo calidad,malo lento calidad calidad rápido recomendado recomendado malo rápido rápido defectuoso defectuoso malo calidad defectuoso
421.7,4,0.16,2000.98,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 34786}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",lento excelente malo lento recomendado defectuoso precio precio,lento malo malo calidad recomendado malo precio excelente lento precio malo recomendado
506.3,4,0.2,1081.36,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 64277}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",lento lento precio defectuoso rápido recomendado calidad excelente defectuoso rápido precio calidad malo,malo excelente rápido recomendado precio calidad malo rápido calidad
711.9,7,0.18,1163.73,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 58750}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado defectuoso recomendado lento rápido,defectuoso rápido lento malo calidad defectuoso lento lento excelente
197.65,5,0.17,1360.6,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 15006}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",lento malo precio calidad lento recomendado defectuoso calidad,lento lento precio excelente precio excelente lento
1780.19,6,0.1,1309.5,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 44499}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",excelente defectuoso recomendado defectuoso recomendado calidad rápido defectuoso excelente rápido,malo rápido lento malo excelente excelente malo precio
309.94,6,0.28,4900.64,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 55758}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",rápido defectuoso defectuoso malo precio malo precio recomendado precio,excelente malo recomendado precio malo defectuoso recomendado
1130.13,8,0.18,979.14,Hogar,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 41322}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",excelente excelente recomendado excelente malo lento precio malo malo precio calidad recomendado calidad,precio defectuoso calidad precio excelente recomendado lento excelente
202.9,3,0.29,1074.2,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 63053}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",precio malo recomendado excelente precio precio malo defectuoso lento malo recomendado recomendado malo,excelente excelente excelente recomendado defectuoso recomendado calidad calidad
453.23,3,0.05,3245.92,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 42647}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido calidad recomendado lento defectuoso lento malo precio defectuoso malo malo lento rápido rápido,defectuoso rápido malo defectuoso excelente recomendado lento malo lento recomendado precio rápido
668.82,7,0.0,973.24,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 88394}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",defectuoso lento lento recomendado defectuoso,malo calidad rápido lento defectuoso malo calidad lento excelente calidad lento excelente
93.72,3,0.04,4789.72,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 24487}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",precio precio precio malo calidad defectuoso rápido calidad lento rápido recomendado,calidad defectuoso lento precio precio calidad excelente rápido rápido malo
338.48,7,0.08,452.29,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 49953}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento recomendado malo defectuoso defectuoso,recomendado defectuoso excelente lento excelente precio defectuoso calidad recomendado rápido rápido lento
71.0,4,0.29,1784.94,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 39340}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",malo rápido defectuoso excelente rápido calidad lento,defectuoso calidad excelente malo lento recomendado defectuoso calidad lento rápido malo precio excelente
216.22,1,0.21,975.11,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 80127}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio rápido precio recomendado defectuoso calidad,recomendado excelente malo malo precio excelente
370.04,9,0.15,2943.25,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 32287}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",defectuoso malo rápido rápido recomendado defectuoso recomendado recomendado defectuoso rápido recomendado malo excelente malo malo,defectuoso calidad defectuoso excelente calidad recomendado recomendado precio
1625.72,5,0.17,125.66,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 39762}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",calidad excelente precio recomendado precio,excelente defectuoso calidad malo rápido rápido
1370.09,3,0.19,3205.94,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 10183}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",recomendado defectuoso malo excelente defectuoso precio excelente calidad lento calidad rápido,excelente precio excelente precio defectuoso
384.5,2,0.12,4806.89,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 85814}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",recomendado lento malo rápido precio rápido malo lento,excelente excelente excelente malo lento excelente defectuoso excelente lento calidad
497.84,1,0.14,1197.97,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 76504}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",defectuoso excelente lento rápido precio lento calidad,defectuoso lento calidad lento calidad calidad
1955.89,1,0.16,790.86,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 89335}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado lento rápido defectuoso recomendado,lento excelente malo excelente lento lento
1005.56,1,0.16,1026.06,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 73324}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",excelente calidad defectuoso excelente rápido malo rápido excelente rápido malo malo,lento rápido defectuoso lento lento precio defectuoso rápido recomendado calidad rápido
1211.2,9,0.06,3083.69,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 59904}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",rápido precio precio lento excelente malo precio malo rápido recomendado precio calidad recomendado,defectuoso lento defectuoso recomendado rápido malo malo
83.08,5,0.28,265.46,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 58656}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",defectuoso lento excelente calidad rápido excelente recomendado defectuoso recomendado,precio malo excelente defectuoso rápido rápido calidad
129.06,1,0.21,1491.84,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 86891}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",defectuoso precio excelente malo excelente malo rápido malo malo calidad malo rápido precio defectuoso precio,excelente calidad calidad rápido recomendado malo malo excelente defectuoso precio defectuoso defectuoso malo malo precio
313.83,9,0.2,3909.06,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 87514}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",precio precio lento calidad excelente defectuoso defectuoso precio rápido defectuoso recomendado recomendado recomendado rápido malo,precio malo recomendado precio defectuoso excelente defectuoso
1738.42,1,0.24,216.43,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 89190}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento excelente malo excelente defectuoso precio lento recomendado recomendado malo precio excelente malo,defectuoso malo calidad precio malo defectuoso rápido calidad calidad rápido malo malo lento excelente
841.22,8,0.13,838.26,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 42352}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",rápido precio recomendado lento rápido precio,defectuoso lento precio lento malo defectuoso
1695.91,1,0.08,2979.29,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 43251}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado rápido excelente recomendado precio recomendado excelente precio calidad malo rápido,precio lento lento lento excelente malo recomendado rápido
644.32,7,0.17,2328.93,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 83285}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",precio rápido calidad defectuoso precio rápido,precio excelente defectuoso rápido precio lento excelente calidad calidad lento recomendado precio defectuoso defectuoso
1247.75,1,0.07,1346.12,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 14060}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",malo precio rápido malo recomendado defectuoso recomendado excelente defectuoso lento lento recomendado lento,precio recomendado defectuoso lento calidad rápido lento calidad calidad rápido rápido recomendado calidad
255.89,1,0.12,3631.03,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 53685}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",lento rápido rápido defectuoso lento calidad,precio lento excelente excelente recomendado rápido lento calidad rápido recomendado malo rápido precio
1290.42,8,0.11,3304.41,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 10731}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",rápido excelente calidad excelente malo malo recomendado recomendado calidad,calidad recomendado precio rápido rápido defectuoso calidad defectuoso recomendado malo
845.93,8,0.04,3251.46,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 76548}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio recomendado excelente recomendado recomendado recomendado rápido excelente precio calidad excelente rápido rápido rápido excelente,calidad malo rápido recomendado precio rápido lento defectuoso defectuoso lento
1656.65,5,0.18,3015.13,Hogar,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 26548}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado calidad lento excelente rápido defectuoso,defectuoso defectuoso lento malo malo recomendado lento
1714.31,4,0.0,4648.69,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 34729}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado precio lento recomendado defectuoso malo precio,defectuoso lento excelente excelente lento precio excelente defectuoso malo defectuoso calidad malo defectuoso defectuoso rápido
557.31,3,0.19,1536.07,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 51847}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente excelente precio rápido lento defectuoso defectuoso lento lento lento rápido,calidad excelente rápido rápido lento calidad excelente rápido calidad lento malo excelente rápido excelente
1529.13,2,0.25,2811.71,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 13373}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",excelente rápido defectuoso excelente malo precio malo precio recomendado precio calidad precio recomendado rápido,excelente defectuoso rápido excelente rápido lento rápido excelente lento defectuoso lento lento
1947.45,4,0.19,4241.88,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 83983}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",precio recomendado recomendado defectuoso rápido defectuoso recomendado excelente excelente precio recomendado precio lento excelente,malo precio precio malo malo calidad malo recomendado recomendado malo calidad rápido
1549.65,6,0.14,3606.68,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 92825}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",recomendado precio excelente recomendado recomendado malo malo rápido lento precio precio defectuoso malo malo,malo defectuoso excelente malo excelente defectuoso recomendado defectuoso
119.56,4,0.1,4450.8,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 46196}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",lento excelente excelente defectuoso precio lento excelente precio recomendado,rápido defectuoso rápido recomendado calidad precio calidad recomendado recomendado rápido recomendado excelente precio rápido
288.16,6,0.01,4532.55,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 33529}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",malo rápido precio precio defectuoso defectuoso rápido recomendado recomendado rápido,lento malo lento excelente precio defectuoso calidad malo recomendado excelente rápido lento precio calidad excelente
812.29,3,0.15,1385.03,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 17241}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",lento precio malo rápido rápido precio precio malo malo,precio precio rápido calidad defectuoso excelente excelente lento lento
